"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
411.85,0.348,0.0,0.0,0.1,,+-0.005,+-0.005
411.71,0.43,0.0231,0.1485,0.1,,+-0.005,+-0.005
411.43,0.544,0.0495,0.2814,0.1,,+-0.005,+-0.005
411.56,0.552,0.0512,0.2944,0.1,,+-0.005,+-0.005
412.01,0.83,0.1128,0.5131,0.1,,+-0.005,+-0.005
411.78,1.179,0.15,0.6117,0.1,,+-0.005,+-0.005
412.24,1.496,0.2252,0.7427,0.1,,+-0.005,+-0.005
411.75,1.902,0.2406,0.8167,0.1,,+-0.005,+-0.005
411.24,2.512,0.3487,0.8496,0.1,,+-0.005,+-0.005
411.75,2.996,0.354,0.8991,0.1,,+-0.005,+-0.005
411.24,3.268,0.4158,0.9182,0.1,,+-0.005,+-0.005
411.74,4.055,0.4463,0.9147,0.1,,+-0.005,+-0.005
412.27,3.447,0.447,0.8951,0.1,,+-0.005,+-0.005
411.65,4.575,0.5074,0.9317,0.1,,+-0.005,+-0.005
412.24,5.091,0.5581,0.9299,0.1,,+-0.005,+-0.005
411.65,6.049,0.5798,0.9349,0.1,,+-0.005,+-0.005
412.16,6.614,0.6672,0.947,0.1,,+-0.005,+-0.005
412.02,7.632,0.732,0.9547,0.1,,+-0.005,+-0.005
412.05,8.69,0.8077,0.9601,0.1,,+-0.005,+-0.005
411.97,9.778,0.8808,0.969,0.1,,+-0.005,+-0.005
