"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
393.15,64.14,0.0,,+-0.01,+-0.003,,
393.15,61.6,0.0934,,+-0.01,+-0.003,,
393.15,57.41,0.241,,+-0.01,+-0.003,,
393.15,55.31,0.311,,+-0.01,+-0.003,,
393.15,52.05,0.4121,,+-0.01,+-0.003,,
393.15,49.19,0.4913,,+-0.01,+-0.003,,
393.15,45.27,0.585,,+-0.01,+-0.003,,
393.15,43.41,0.6238,,+-0.01,+-0.003,,
393.15,41.78,0.6549,,+-0.01,+-0.003,,
393.15,39.4,0.6962,,+-0.01,+-0.003,,
393.15,35.27,0.7584,,+-0.01,+-0.003,,
393.15,28.31,0.844,,+-0.01,+-0.003,,
393.15,18.07,0.9487,,+-0.01,+-0.003,,
393.15,13.0,1.0,,+-0.01,+-0.003,,
