"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-75,250,,0.01288,+- 0.05,+-3,,
-75,270,0.00908,,+- 0.05,+-3,,
-75,500,0.01659,0.007,+- 0.05,+-3,,
-75,1000,0.03159,0.0047,+- 0.05,+-3,,
-75,1500,,0.00419,+- 0.05,+-3,,
-75,2000,,0.00398,+- 0.05,+-3,,
-75,2500,0.0722,0.00408,+- 0.05,+-3,,
-75,3000,0.08468,0.0043,+- 0.05,+-3,,
