"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.11,0.322,0.2007,,0.02,0.01,,
343.12,0.399,0.2007,,0.02,0.01,,
353.14,0.485,0.2007,,0.02,0.01,,
363.2,0.581,0.2007,,0.02,0.01,,
373.14,0.686,0.2007,,0.02,0.01,,
383.19,0.803,0.2007,,0.02,0.01,,
393.17,0.931,0.2007,,0.02,0.01,,
403.2,1.072,0.2007,,0.02,0.01,,
413.23,1.226,0.2007,,0.02,0.01,,
423.28,1.397,0.2007,,0.02,0.01,,
433.26,1.584,0.2007,,0.02,0.01,,
443.19,1.788,0.2007,,0.02,0.01,,
453.15,2.016,0.2007,,0.02,0.01,,
462.41,2.246,0.2007,,0.02,0.01,,
472.37,2.519,0.2007,,0.02,0.01,,
482.31,2.819,0.2007,,0.02,0.01,,
492.29,3.15,0.2007,,0.02,0.01,,
502.29,3.51,0.2007,,0.02,0.01,,
512.49,3.898,0.2007,,0.02,0.01,,
