"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.26,1.157,0.8985,,0.02,0.005,0.001,0.001
283.26,1.247,0.8985,,0.02,0.005,0.001,0.001
293.2,1.422,0.8985,,0.02,0.005,0.001,0.001
303.17,1.582,0.8985,,0.02,0.005,0.001,0.001
313.24,1.737,0.8985,,0.02,0.005,0.001,0.001
323.16,1.887,0.8985,,0.02,0.005,0.001,0.001
333.02,2.022,0.8985,,0.02,0.005,0.001,0.001
343.32,2.157,0.8985,,0.02,0.005,0.001,0.001
353.11,2.272,0.8985,,0.02,0.005,0.001,0.001
363.72,2.397,0.8985,,0.02,0.005,0.001,0.001
373.73,2.507,0.8985,,0.02,0.005,0.001,0.001
383.69,2.622,0.8985,,0.02,0.005,0.001,0.001
393.7,2.742,0.8985,,0.02,0.005,0.001,0.001
403.52,2.873,0.8985,,0.02,0.005,0.001,0.001
413.68,3.017,0.8995,,,,,
423.68,3.182,0.8995,,,,,
433.32,3.346,0.8995,,,,,
443.6,3.543,0.8995,,,,,
453.57,3.768,0.8995,,,,,
463.47,3.993,0.8995,,,,,
473.62,4.263,0.8995,,,,,
483.26,4.533,0.8995,,,,,
493.0,4.844,0.8995,,,,,
502.88,5.149,0.8995,,,,,
512.58,5.459,0.8995,,,,,
522.29,5.609,0.8995,,,,,
524.47,5.512,0.8995,,,,,
524.8,5.447,0.8995,,,,,
525.29,5.362,0.8995,,,,,
