"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
55.98,700.0,0.039,0.2516,,,,
51.78,700.0,0.0732,0.3858,,,,
50.0,700.0,0.0924,0.4384,,,,
49.66,700.0,0.0909,0.4418,,,,
48.95,700.0,0.1084,0.4773,,,,
46.2,700.0,0.1402,0.5404,,,,
45.7,700.0,0.1481,0.553,,,,
42.25,700.0,0.213,0.6351,,,,
41.65,700.0,0.2174,0.6443,,,,
41.15,700.0,0.2383,0.6574,,,,
39.9,700.0,0.3387,0.7247,,,,
39.45,700.0,0.2924,0.6958,,,,
38.4,700.0,0.3317,0.7172,,,,
33.4,700.0,0.6085,0.8307,,,,
32.9,700.0,0.7707,0.8659,,,,
32.48,700.0,0.8284,0.8857,,,,
32.02,700.0,0.977,0.9766,,,,
31.1,700.0,0.7716,0.8717,,,,
30.5,700.0,0.9502,0.9458,,,,
