"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
150.3,21.66,1.0,1.0,0.1,0.05,0.015,0.015
150.3,23.08,0.9241,0.8755,0.1,0.05,0.015,0.015
150.2,23.08,0.865,0.8026,0.1,0.05,0.015,0.015
150.3,24.76,0.8077,0.7425,0.1,0.05,0.015,0.015
150.4,25.28,0.7395,0.6836,0.1,0.05,0.015,0.015
150.3,24.95,0.7377,0.6819,0.1,0.05,0.015,0.015
150.3,25.46,0.6707,0.6319,0.1,0.05,0.015,0.015
150.3,25.36,0.6195,0.5957,0.1,0.05,0.015,0.015
150.3,25.44,0.5963,0.5809,0.1,0.05,0.015,0.015
150.3,25.33,0.5705,0.5627,0.1,0.05,0.015,0.015
150.4,25.7,0.5529,0.5506,0.1,0.05,0.015,0.015
150.2,25.4,0.5269,0.5347,0.1,0.05,0.015,0.015
150.3,25.49,0.5007,0.5163,0.1,0.05,0.015,0.015
150.3,25.39,0.4628,0.4906,0.1,0.05,0.015,0.015
150.2,25.1,0.6391,0.4112,0.1,0.05,0.015,0.015
150.4,24.64,0.273,0.3512,0.1,0.05,0.015,0.015
150.3,24.63,0.2398,0.3211,0.1,0.05,0.015,0.015
150.3,23.7,0.1738,0.2568,0.1,0.05,0.015,0.015
150.3,23.4,0.132,0.2084,0.1,0.05,0.015,0.015
150.3,22.86,0.0954,0.1607,0.1,0.05,0.015,0.015
150.3,22.1,0.0465,0.0843,0.1,0.05,0.015,0.015
150.3,21.12,0.0,0.0,0.1,0.05,0.015,0.015
