"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,512.5,1.0,1.0,+-0.01,+-0.05,+-0.0005,+-0.0005
25,472.6,0.898,0.99,+-0.01,+-0.05,+-0.0005,+-0.0005
25,416.12,0.766,0.976,+-0.01,+-0.05,+-0.0005,+-0.0005
25,388.13,0.694,0.969,+-0.01,+-0.05,+-0.0005,+-0.0005
25,363.1,0.63,0.962,+-0.01,+-0.05,+-0.0005,+-0.0005
25,301.23,0.494,0.944,+-0.01,+-0.05,+-0.0005,+-0.0005
25,265.36,0.392,0.926,+-0.01,+-0.05,+-0.0005,+-0.0005
25,222.0,0.306,0.905,+-0.01,+-0.05,+-0.0005,+-0.0005
25,159.52,0.185,0.85,+-0.01,+-0.05,+-0.0005,+-0.0005
25,132.28,0.14,0.811,+-0.01,+-0.05,+-0.0005,+-0.0005
25,28.44,0.0,0.0,+-0.01,+-0.05,+-0.0005,+-0.0005
