"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
365.65,1,0.1928,0.3168,,,,
363.46,1,0.3078,0.4583,,,,
362.28,1,0.3773,0.532,,,,
361.58,1,0.4217,0.5753,,,,
360.82,1,0.4724,0.6217,,,,
359.47,1,0.5713,0.7044,,,,
358.51,1,0.6492,0.7638,,,,
358.08,1,0.6861,0.7905,,,,
