"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
365.85,200,0.0,0.0,,,,
364.85,200,0.045,0.079,,,,
362.85,200,0.135,0.213,,,,
360.25,200,0.333,0.434,,,,
359.35,200,0.446,0.53,,,,
358.65,200,0.536,0.602,,,,
358.35,200,0.585,0.642,,,,
357.65,200,0.705,0.74,,,,
357.15,200,0.785,0.805,,,,
356.95,200,0.884,0.892,,,,
356.65,200,1.0,1.0,,,,
