"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
327.1,20,0.0,0.0,,,,
304.4,20,0.08,0.485,,,,
288.3,20,0.166,0.681,,,,
271.3,20,0.308,0.824,,,,
264.1,20,0.388,0.875,,,,
257.6,20,0.47,0.91,,,,
245.2,20,0.643,0.961,,,,
236.8,20,0.763,0.98,,,,
220.0,20,1.0,1.0,,,,
