"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
75,297.9,0.0,0.0,+-0.1,,+-0.2%,+-0.2%
75,348.3,0.02,0.075,+-0.1,,+-0.2%,+-0.2%
75,388.9,0.037,0.145,+-0.1,,+-0.2%,+-0.2%
75,398.4,0.045,0.18,+-0.1,,+-0.2%,+-0.2%
75,424.4,0.06,0.218,+-0.1,,+-0.2%,+-0.2%
75,442.6,0.078,0.275,+-0.1,,+-0.2%,+-0.2%
75,467.9,0.094,0.305,+-0.1,,+-0.2%,+-0.2%
75,486.5,0.108,0.338,+-0.1,,+-0.2%,+-0.2%
75,502.4,0.138,0.37,+-0.1,,+-0.2%,+-0.2%
75,517.2,0.163,0.402,+-0.1,,+-0.2%,+-0.2%
75,541.6,0.207,0.42,+-0.1,,+-0.2%,+-0.2%
75,549.2,0.32,0.47,+-0.1,,+-0.2%,+-0.2%
75,552.3,0.356,0.463,+-0.1,,+-0.2%,+-0.2%
75,550.0,0.375,0.48,+-0.1,,+-0.2%,+-0.2%
75,547.4,0.565,0.55,+-0.1,,+-0.2%,+-0.2%
75,548.8,0.51,0.54,+-0.1,,+-0.2%,+-0.2%
75,538.9,0.66,0.57,+-0.1,,+-0.2%,+-0.2%
75,516.6,0.82,0.64,+-0.1,,+-0.2%,+-0.2%
75,506.6,0.86,0.655,+-0.1,,+-0.2%,+-0.2%
75,497.4,0.88,0.685,+-0.1,,+-0.2%,+-0.2%
75,483.1,0.905,0.71,+-0.1,,+-0.2%,+-0.2%
75,446.1,0.97,0.785,+-0.1,,+-0.2%,+-0.2%
75,361.5,1.0,1.0,+-0.1,,+-0.2%,+-0.2%
