"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
328.8,1,0.675,0.706,,,,
328.92,1,0.625,0.668,,,,
329.05,1,0.594,0.646,,,,
329.54,1,0.515,0.589,,,,
330.21,1,0.424,0.521,,,,
330.5,1,0.386,0.488,,,,
331.02,1,0.332,0.444,,,,
331.18,1,0.314,0.423,,,,
332.0,1,0.257,0.374,,,,
332.11,1,0.245,0.363,,,,
332.71,1,0.206,0.322,,,,
333.31,1,0.168,0.278,,,,
333.92,1,0.135,0.234,,,,
