"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
-100.0,100.0,0.9334,4.1e-05,,,,
-100.0,200.0,0.8762,3.9e-05,,,,
-100.0,400.0,0.78,4.6e-05,,,,
-100.0,600.0,0.6923,5.9e-05,,,,
-100.0,800.0,0.6292,7e-05,,,,
-100.0,1000.0,0.5733,8.4e-05,,,,
-100.0,1250.0,0.5155,0.000107,,,,
-100.0,1500.0,0.4442,0.000136,,,,
-100.0,1750.0,0.3902,0.000168,,,,
-100.0,2000.0,0.3491,0.000216,,,,
-100.0,2250.0,0.3097,0.000292,,,,
-100.0,2500.0,0.2793,0.000472,,,,
-100.0,2750.0,0.252,0.00092,,,,
-100.0,3000.0,0.218,0.00159,,,,
-100.0,3250.0,0.1829,0.00384,,,,
-100.0,3500.0,0.144,0.00719,,,,
