"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
424.82,1.375,0.29,,+-0.05,+-0.01,0.001,
433.33,1.677,0.29,,+-0.05,+-0.01,0.001,
443.61,2.076,0.29,,+-0.05,+-0.01,0.001,
453.71,2.541,0.29,,+-0.05,+-0.01,0.001,
463.07,3.031,0.29,,+-0.05,+-0.01,0.001,
474.46,3.697,0.29,,+-0.05,+-0.01,0.001,
484.69,4.371,0.29,,+-0.05,+-0.01,0.001,
494.68,5.082,0.29,,+-0.05,+-0.01,0.001,
503.86,5.763,0.29,,+-0.05,+-0.01,0.001,
513.34,6.454,0.29,,+-0.05,+-0.01,0.001,
523.21,6.992,0.29,,+-0.05,+-0.01,0.001,
524.76,7.027,0.29,,+-0.05,+-0.01,0.001,
525.8,7.01,0.29,,+-0.05,+-0.01,0.001,
