"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
110,5.33,0.012,0.33,0.1,0.01,,
110,7.46,0.029,0.561,0.1,0.01,,
110,10.93,0.055,0.715,0.1,0.01,,
110,11.86,0.063,0.737,0.1,0.01,,
110,14.53,0.083,0.782,0.1,0.01,,
110,15.46,0.095,0.805,0.1,0.01,,
110,23.33,0.159,0.882,0.1,0.01,,
110,29.06,0.199,0.9,0.1,0.01,,
110,34.92,0.255,0.924,0.1,0.01,,
110,41.32,0.3,0.939,0.1,0.01,,
110,71.44,0.562,0.978,0.1,0.01,,
110,79.71,0.613,0.989,0.1,0.01,,
110,91.17,0.667,0.988,0.1,0.01,,
110,118.36,0.826,0.996,0.1,0.01,,
