"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
250.0,49.0,,0.473,,,,
250.0,50.5,0.093,,,,,
250.0,78.0,,0.623,,,,
250.0,104.0,,0.67,,,,
250.0,144.0,0.335,0.708,,,,
250.0,187.0,0.444,,,,,
