"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
71.1,4.33,0.3383,0.998,+-0.3,+-0.007,+-0.0013,+-0.00007
71.1,5.964,0.4461,0.9977,+-0.3,+-0.007,+-0.0013,+-0.00007
71.0,6.964,0.5066,0.9972,+-0.3,+-0.007,+-0.0013,+-0.00007
71.0,8.977,0.6314,0.9957,+-0.3,+-0.007,+-0.0013,+-0.00007
71.1,10.446,0.7223,0.9924,+-0.3,+-0.007,+-0.0013,+-0.00007
71.1,11.852,0.8211,0.9843,+-0.3,+-0.007,+-0.0013,+-0.00007
