"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.21,0.554,0.5149,,0.02,0.01,,
343.2,0.693,0.5149,,0.02,0.01,,
353.23,0.856,0.5149,,0.02,0.01,,
363.25,1.041,0.5149,,0.02,0.01,,
373.21,1.252,0.5149,,0.02,0.01,,
383.23,1.491,0.5149,,0.02,0.01,,
393.21,1.758,0.5149,,0.02,0.01,,
403.28,2.058,0.5149,,0.02,0.01,,
413.28,2.389,0.5149,,0.02,0.01,,
423.3,2.757,0.5149,,0.02,0.01,,
433.24,3.161,0.5149,,0.02,0.01,,
443.23,3.602,0.5149,,0.02,0.01,,
453.24,4.082,0.5149,,0.02,0.01,,
463.24,4.577,0.5149,,0.02,0.01,,
468.19,4.8,0.5149,,0.02,0.01,,
472.68,4.926,0.5149,,0.02,0.01,,
