"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,46.821,0.0,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,46.472,0.0831,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,46.096,0.1552,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,45.467,0.254,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,44.732,0.3489,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,43.705,0.459,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,42.671,0.552,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,42.568,0.5605,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,41.187,0.6641,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,39.587,0.7641,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,35.157,0.9677,,+-0.01,+-0.003,+-0.0005,+-0.0005
373.15,34.257,1.0,,+-0.01,+-0.003,+-0.0005,+-0.0005
