"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,31.647,0.0742,0.413,+-0.01,+-0.03,,
333.15,34.54,0.1071,0.4742,+-0.01,+-0.03,,
333.15,36.84,0.1511,0.5196,+-0.01,+-0.03,,
333.15,37.611,0.1705,0.5326,+-0.01,+-0.03,,
333.15,38.387,0.1899,0.5473,+-0.01,+-0.03,,
333.15,38.999,0.2133,0.5587,+-0.01,+-0.03,,
333.15,40.175,0.2606,0.5814,+-0.01,+-0.03,,
333.15,41.23,0.3168,0.6006,+-0.01,+-0.03,,
333.15,42.157,0.3813,0.6209,+-0.01,+-0.03,,
333.15,42.635,0.4036,0.6316,+-0.01,+-0.03,,
333.15,43.368,0.4548,0.6502,+-0.01,+-0.03,,
333.15,43.73,0.4794,0.6688,+-0.01,+-0.03,,
333.15,43.756,0.4808,0.6682,+-0.01,+-0.03,,
333.15,44.336,0.5298,0.6788,+-0.01,+-0.03,,
333.15,44.447,0.539,0.6887,+-0.01,+-0.03,,
333.15,44.935,0.58,0.707,+-0.01,+-0.03,,
333.15,45.282,0.6141,0.7175,+-0.01,+-0.03,,
333.15,45.557,0.6417,0.7333,+-0.01,+-0.03,,
333.15,45.881,0.6764,0.7468,+-0.01,+-0.03,,
333.15,46.218,0.7156,0.7674,+-0.01,+-0.03,,
333.15,46.338,0.7347,0.7834,+-0.01,+-0.03,,
333.15,46.547,0.7656,0.7968,+-0.01,+-0.03,,
333.15,46.868,0.8246,0.8395,+-0.01,+-0.03,,
333.15,46.915,0.8353,0.8477,+-0.01,+-0.03,,
333.15,46.998,0.8538,0.8616,+-0.01,+-0.03,,
333.15,46.987,0.8646,0.8715,+-0.01,+-0.03,,
333.15,47.02,0.8823,0.886,+-0.01,+-0.03,,
333.15,47.045,0.8873,0.8908,+-0.01,+-0.03,,
333.15,47.048,0.8966,0.8987,+-0.01,+-0.03,,
333.15,47.06,0.9091,0.9095,+-0.01,+-0.03,,
333.15,47.055,0.9154,0.9151,+-0.01,+-0.03,,
333.15,47.055,0.9206,0.9195,+-0.01,+-0.03,,
333.15,47.044,0.9255,0.9242,+-0.01,+-0.03,,
333.15,47.026,0.9458,0.9444,+-0.01,+-0.03,,
333.15,47.039,0.9479,0.9467,+-0.01,+-0.03,,
333.15,46.994,0.9583,0.9562,+-0.01,+-0.03,,
