"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
573.15,346.2,0.0,0.0,+-0.1,+-0.7,+-0.001,+-0.001
573.15,355.4,0.032,0.056,+-0.1,+-0.7,+-0.001,+-0.001
573.15,373.1,0.079,0.137,+-0.1,+-0.7,+-0.001,+-0.001
573.15,393.9,0.146,0.236,+-0.1,+-0.7,+-0.001,+-0.001
573.15,416.7,0.22,0.331,+-0.1,+-0.7,+-0.001,+-0.001
573.15,447.9,0.332,0.464,+-0.1,+-0.7,+-0.001,+-0.001
573.15,474.7,0.437,0.546,+-0.1,+-0.7,+-0.001,+-0.001
573.15,501.7,0.551,0.662,+-0.1,+-0.7,+-0.001,+-0.001
573.15,522.6,0.654,0.741,+-0.1,+-0.7,+-0.001,+-0.001
573.15,544.4,0.76,0.821,+-0.1,+-0.7,+-0.001,+-0.001
573.15,571.5,0.913,0.936,+-0.1,+-0.7,+-0.001,+-0.001
573.15,583.4,1.0,1.0,+-0.1,+-0.7,+-0.001,+-0.001
