"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-8.99,0.01717,0.1538,,,,,
-3.09,0.02557,0.1538,,,,,
0.7,0.03248,0.1538,,,,,
4.72,0.04172,0.1538,,,,,
9.64,0.05647,0.1538,,,,,
14.45,0.07439,0.1538,,,,,
