"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
383.6,14.1,.0,0.0,0.2,0.13,0.2%,0.2%
383.6,17.78,.0472,0.2595,0.2,0.13,0.2%,0.2%
383.6,24.2,.1070,0.4727,0.2,0.13,0.2%,0.2%
383.6,28.91,.1533,0.5891,0.2,0.13,0.2%,0.2%
383.6,38.24,.2416,0.7204,0.2,0.13,0.2%,0.2%
383.6,45.9,.3294,0.791,0.2,0.13,0.2%,0.2%
383.6,59.86,.4483,0.8604,0.2,0.13,0.2%,0.2%
383.6,66.44,.5841,0.9056,0.2,0.13,0.2%,0.2%
383.6,75.47,.6897,0.9362,0.2,0.13,0.2%,0.2%
383.6,90.17,.8538,0.9704,0.2,0.13,0.2%,0.2%
383.6,100.99,1.0.,1.0,0.2,0.13,0.2%,0.2%
