"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
403.15,44.92,0.0,,+-0.01,+-0.003,,
403.15,45.23,0.0889,,+-0.01,+-0.003,,
403.15,44.41,0.2437,,+-0.01,+-0.003,,
403.15,43.03,0.3723,,+-0.01,+-0.003,,
403.15,41.18,0.4943,,+-0.01,+-0.003,,
403.15,40.03,0.5557,,+-0.01,+-0.003,,
403.15,38.99,0.6041,,+-0.01,+-0.003,,
403.15,38.02,0.6414,,+-0.01,+-0.003,,
403.15,35.8,0.7128,,+-0.01,+-0.003,,
403.15,32.8,0.7879,,+-0.01,+-0.003,,
403.15,28.45,0.8715,,+-0.01,+-0.003,,
403.15,23.27,0.9499,,+-0.01,+-0.003,,
403.15,21.24,0.9757,,+-0.01,+-0.003,,
403.15,19.18,1.0,,+-0.01,+-0.003,,
