"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60.3,760,0.0,0.0,+-0.1,+-0.5,,
60.1,760,0.02,0.025,+-0.1,+-0.5,,
59.9,760,0.048,0.062,+-0.1,+-0.5,,
59.4,760,0.104,0.13,+-0.1,+-0.5,,
58.3,760,0.18,0.237,+-0.1,+-0.5,,
57.0,760,0.267,0.349,+-0.1,+-0.5,,
55.3,760,0.366,0.481,+-0.1,+-0.5,,
54.0,760,0.437,0.567,+-0.1,+-0.5,,
52.4,760,0.513,0.652,+-0.1,+-0.5,,
50.9,760,0.581,0.727,+-0.1,+-0.5,,
49.4,760,0.653,0.79,+-0.1,+-0.5,,
47.5,760,0.737,0.859,+-0.1,+-0.5,,
45.9,760,0.81,0.909,+-0.1,+-0.5,,
43.8,760,0.918,0.967,+-0.1,+-0.5,,
42.8,760,0.983,0.998,+-0.1,+-0.5,,
42.6,760,1.0,1.0,+-0.1,+-0.5,,
