"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
273.06,15.24,0.3382,0.7316,+- 0.02,0.1%,,
273.06,20.13,0.4905,0.8175,+- 0.02,0.1%,,
273.06,32.15,0.8208,0.935,+- 0.02,0.1%,,
