"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
318.15,71.88,0.0,,,,,
318.15,85.14,0.0506,,,,,
318.15,88.98,0.1047,,,,,
318.15,89.99,0.1988,,,,,
318.15,89.77,0.2903,,,,,
318.15,86.84,0.3992,,,,,
318.15,84.39,0.5249,,,,,
318.15,83.17,0.6184,,,,,
318.15,78.62,0.7238,,,,,
318.15,73.89,0.791,,,,,
318.15,69.04,0.8574,,,,,
318.15,57.32,1.0,,,,,
