"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
180.4,19.79,1.0,1.0,0.1,0.05,0.0015,0.0015
180.4,20.46,0.8882,0.8643,0.1,0.05,0.0015,0.0015
180.4,20.99,0.7786,0.7406,0.1,0.05,0.0015,0.0015
180.3,21.33,0.7004,0.6532,0.1,0.05,0.0015,0.0015
180.4,21.88,0.5941,0.5493,0.1,0.05,0.0015,0.0015
180.4,22.23,0.4913,0.4457,0.1,0.05,0.0015,0.0015
180.4,22.62,0.4014,0.3631,0.1,0.05,0.0015,0.0015
180.3,22.74,0.3251,0.2924,0.1,0.05,0.0015,0.0015
180.4,23.1,0.2522,0.2267,0.1,0.05,0.0015,0.0015
180.4,23.47,0.157,0.1432,0.1,0.05,0.0015,0.0015
180.4,23.69,0.0847,0.0755,0.1,0.05,0.0015,0.0015
180.4,23.85,0.0,0.0,0.1,0.05,0.0015,0.0015
