"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
104.86,101.3,0.0248,0.1143,+-0.02,,,
102.15,101.3,0.0465,0.2074,+-0.02,,,
100.61,101.3,0.0774,0.2738,+-0.02,,,
97.27,101.3,0.1304,0.3694,+-0.02,,,
96.33,101.3,0.1436,0.3843,+-0.02,,,
93.68,101.3,0.2631,0.4805,+-0.02,,,
93.37,101.3,0.3067,0.5143,+-0.02,,,
92.7,101.3,0.3613,0.5394,+-0.02,,,
92.3,101.3,0.4386,0.5667,+-0.02,,,
91.85,101.3,0.5819,0.5895,+-0.02,,,
92.05,101.3,0.6843,0.6439,+-0.02,,,
92.3,101.3,0.7504,0.6625,+-0.02,,,
92.8,101.3,0.8255,0.7058,+-0.02,,,
95.46,101.3,0.9311,0.8169,+-0.02,,,
