"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-25,250,0.01065,0.1667,+- 0.05,+-3,,
-25,500,0.02427,0.08141,+- 0.05,+-3,,
-25,1000,0.04751,0.0383,+- 0.05,+-3,,
-25,1500,,0.0286,+- 0.05,+-3,,
-25,2000,0.09034,0.025,+- 0.05,+-3,,
-25,2500,,0.0128,+- 0.05,+-3,,
-25,3000,0.134,0.0214,+- 0.05,+-3,,
