"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-7.25,0.02476,0.0226,,,,,
0.13,0.04017,0.0226,,,,,
4.85,0.05353,0.0226,,,,,
9.53,0.07075,0.0226,,,,,
14.98,0.09625,0.0226,,,,,
23.25,0.15108,0.0226,,,,,
30.49,0.21919,0.0226,,,,,
