"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
351.13,101.32,0.0,0.0,+-0.01,+-0.02,,
352.35,101.32,0.0594,0.0109,+-0.01,+-0.02,,
353.11,101.32,0.0931,0.0174,+-0.01,+-0.02,,
353.58,101.32,0.1305,0.0249,+-0.01,+-0.02,,
354.08,101.32,0.1671,0.0324,+-0.01,+-0.02,,
354.53,101.32,0.197,0.0376,+-0.01,+-0.02,,
354.98,101.32,0.2215,0.0446,+-0.01,+-0.02,,
355.39,101.32,0.2483,0.0496,+-0.01,+-0.02,,
355.84,101.32,0.2771,0.0553,+-0.01,+-0.02,,
356.95,101.32,0.3364,0.067,+-0.01,+-0.02,,
357.85,101.32,0.3687,0.075,+-0.01,+-0.02,,
358.22,101.32,0.4002,0.0796,+-0.01,+-0.02,,
359.05,101.32,0.4379,0.0877,+-0.01,+-0.02,,
359.88,101.32,0.476,0.0959,+-0.01,+-0.02,,
360.88,101.32,0.5161,0.1049,+-0.01,+-0.02,,
361.55,101.32,0.531,0.1102,+-0.01,+-0.02,,
361.88,101.32,0.546,0.1129,+-0.01,+-0.02,,
362.75,101.32,0.5746,0.1194,+-0.01,+-0.02,,
364.35,101.32,0.6209,0.1318,+-0.01,+-0.02,,
367.45,101.32,0.6709,0.1555,+-0.01,+-0.02,,
370.15,101.32,0.7204,0.1812,+-0.01,+-0.02,,
373.55,101.32,0.7735,0.2167,+-0.01,+-0.02,,
376.25,101.32,0.8013,0.2412,+-0.01,+-0.02,,
378.5,101.32,0.8267,0.2702,+-0.01,+-0.02,,
382.5,101.32,0.8536,0.3108,+-0.01,+-0.02,,
385.45,101.32,0.8718,0.3488,+-0.01,+-0.02,,
391.95,101.32,0.9051,0.4426,+-0.01,+-0.02,,
397.09,101.32,0.928,0.5375,+-0.01,+-0.02,,
405.22,101.32,0.9519,0.6804,+-0.01,+-0.02,,
410.67,101.32,0.9714,0.8009,+-0.01,+-0.02,,
415.85,101.32,0.9964,0.9653,+-0.01,+-0.02,,
416.65,101.32,1.0,1.0,+-0.01,+-0.02,,
