"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,24.8,0.0052,,,,,
298.15,25.3,0.0103,,,,,
298.15,25.67,0.0276,,,,,
298.15,25.72,0.0492,,,,,
298.15,25.69,0.0676,,,,,
298.15,25.77,0.0979,,,,,
298.15,25.68,0.1489,,,,,
298.15,25.55,0.1923,,,,,
298.15,24.72,0.3034,,,,,
298.15,23.18,0.391,,,,,
298.15,21.15,0.4826,,,,,
298.15,19.02,0.5683,,,,,
298.15,15.88,0.6884,,,,,
298.15,14.17,0.762,,,,,
298.15,11.04,0.8734,,,,,
298.15,6.13,1.0,,,,,
