"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
303.15,16.229,0.0,,0.02,,0.0005,0.0005
303.15,16.42,0.0007,,0.02,,0.0005,0.0005
303.15,16.607,0.0014,,0.02,,0.0005,0.0005
303.15,16.783,0.0019,,0.02,,0.0005,0.0005
303.15,16.929,0.0025,,0.02,,0.0005,0.0005
303.15,17.055,0.003,,0.02,,0.0005,0.0005
303.15,17.425,0.0044,,0.02,,0.0005,0.0005
303.15,17.564,0.0049,,0.02,,0.0005,0.0005
303.15,17.873,0.0061,,0.02,,0.0005,0.0005
303.15,18.332,0.0079,,0.02,,0.0005,0.0005
303.15,18.521,0.0087,,0.02,,0.0005,0.0005
303.15,19.345,0.0121,,0.02,,0.0005,0.0005
303.15,19.569,0.0129,,0.02,,0.0005,0.0005
303.15,20.233,0.0159,,0.02,,0.0005,0.0005
303.15,21.208,0.02,,0.02,,0.0005,0.0005
303.15,21.209,0.0203,,0.02,,0.0005,0.0005
303.15,22.282,0.0256,,0.02,,0.0005,0.0005
303.15,23.341,0.0309,,0.02,,0.0005,0.0005
303.15,24.125,0.0347,,0.02,,0.0005,0.0005
303.15,24.422,0.0371,,0.02,,0.0005,0.0005
303.15,25.547,0.0438,,0.02,,0.0005,0.0005
303.15,26.062,0.0462,,0.02,,0.0005,0.0005
303.15,26.587,0.0506,,0.02,,0.0005,0.0005
303.15,27.744,0.0578,,0.02,,0.0005,0.0005
303.15,29.059,0.0683,,0.02,,0.0005,0.0005
303.15,30.12,0.0778,,0.02,,0.0005,0.0005
303.15,31.407,0.0912,,0.02,,0.0005,0.0005
303.15,32.439,0.103,,0.02,,0.0005,0.0005
303.15,33.184,0.1123,,0.02,,0.0005,0.0005
303.15,36.638,0.1761,,0.02,,0.0005,0.0005
303.15,38.691,0.244,,0.02,,0.0005,0.0005
303.15,39.837,0.2998,,0.02,,0.0005,0.0005
303.15,41.269,0.4206,,0.02,,0.0005,0.0005
303.15,41.93,0.5104,,0.02,,0.0005,0.0005
303.15,42.155,0.5469,,0.02,,0.0005,0.0005
303.15,42.294,0.5744,,0.02,,0.0005,0.0005
303.15,42.618,0.6478,,0.02,,0.0005,0.0005
303.15,42.755,0.6999,,0.02,,0.0005,0.0005
303.15,42.8,0.7557,,0.02,,0.0005,0.0005
303.15,42.64,0.8184,,0.02,,0.0005,0.0005
303.15,42.065,0.8783,,0.02,,0.0005,0.0005
303.15,40.669,0.941,,0.02,,0.0005,0.0005
303.15,37.977,1.0,,0.02,,0.0005,0.0005
