"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
248.0,1.07,0.132,0.876,,+-0.03,,
248.0,2.11,0.272,0.936,,+-0.03,,
248.0,3.24,0.412,0.957,,+-0.03,,
248.0,4.23,0.532,0.966,,+-0.03,,
248.0,5.22,0.653,0.972,,+-0.03,,
248.0,6.25,0.768,0.976,,+-0.03,,
248.0,7.43,0.895,0.982,,+-0.03,,
248.0,8.45,0.974,0.988,,+-0.03,,
