"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
351.1,20,0.033,0.357,0.3,0.3,0.006,0.006
327.9,20,0.072,0.633,0.3,0.3,0.006,0.006
298.7,20,0.151,0.843,0.3,0.3,0.006,0.006
264.7,20,0.316,0.951,0.3,0.3,0.006,0.006
243.0,20,0.516,0.977,0.3,0.3,0.006,0.006
232.0,20,0.66,0.986,0.3,0.3,0.006,0.006
224.7,20,0.771,0.991,0.3,0.3,0.006,0.006
222.6,20,0.845,0.994,0.3,0.3,0.006,0.006
