"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
398.25,0.503,0.0,,0.02,0.01,,
403.3,0.578,0.0,,0.02,0.01,,
423.27,0.983,0.0,,0.02,0.01,,
443.26,1.583,0.0,,0.02,0.01,,
453.25,1.975,0.0,,0.02,0.01,,
463.18,2.428,0.0,,0.02,0.01,,
473.15,2.963,0.0,,0.02,0.01,,
483.14,3.577,0.0,,0.02,0.01,,
503.08,5.105,0.0,,0.02,0.01,,
503.17,5.106,0.0,,0.02,0.01,,
511.1,5.855,0.0,,0.02,0.01,,
511.61,5.905,0.0,,0.02,0.01,,
512.11,5.955,0.0,,0.02,0.01,,
512.59,6.005,0.0,,0.02,0.01,,
512.89,6.035,0.0,,0.02,0.01,,
513.09,6.065,0.0,,0.02,0.01,,
513.6,6.11,0.0,,0.02,0.01,,
513.69,6.12,0.0,,0.02,0.01,,
513.8,6.131,0.0,,0.02,0.01,,
513.88,6.136,0.0,,0.02,0.01,,
