"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
303.15,2.0,0.8591,0.8569,+-0.02,+-0.004,0.0005,0.0005
303.15,2.002,0.7791,0.7752,+-0.02,+-0.004,0.0005,0.0005
303.15,2.014,0.6285,0.6203,+-0.02,+-0.004,0.0005,0.0005
303.15,2.019,0.5734,0.5634,+-0.02,+-0.004,0.0005,0.0005
303.15,2.021,0.5441,0.5332,+-0.02,+-0.004,0.0005,0.0005
303.15,2.03,0.4625,0.4491,+-0.02,+-0.004,0.0005,0.0005
303.15,2.048,0.3242,0.3083,+-0.02,+-0.004,0.0005,0.0005
303.15,2.048,0.3114,0.2954,+-0.02,+-0.004,0.0005,0.0005
303.15,2.05,0.3056,0.2896,+-0.02,+-0.004,0.0005,0.0005
303.15,2.06,0.2391,0.2235,+-0.02,+-0.004,0.0005,0.0005
303.15,2.07,0.1964,0.1818,+-0.02,+-0.004,0.0005,0.0005
303.15,2.08,0.1445,0.132,+-0.02,+-0.004,0.0005,0.0005
303.15,2.094,0.0677,0.0605,+-0.02,+-0.004,0.0005,0.0005
