"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.07,0.823,0.7504,,0.02,0.005,0.001,0.001
283.21,0.933,0.7504,,0.02,0.005,0.001,0.001
293.27,1.138,0.7504,,0.02,0.005,0.001,0.001
303.23,1.378,0.7504,,0.02,0.005,0.001,0.001
313.19,1.623,0.7504,,0.02,0.005,0.001,0.001
323.25,1.898,0.7504,,0.02,0.005,0.001,0.001
333.22,2.173,0.7504,,0.02,0.005,0.001,0.001
343.23,2.473,0.7504,,0.02,0.005,0.001,0.001
353.27,2.803,0.7504,,0.02,0.005,0.001,0.001
360.89,3.048,0.7504,,0.02,0.005,0.001,0.001
370.94,3.383,0.7504,,0.02,0.005,0.001,0.001
380.91,3.728,0.7504,,0.02,0.005,0.001,0.001
390.84,4.078,0.7504,,0.02,0.005,0.001,0.001
400.82,4.448,0.7504,,0.02,0.005,0.001,0.001
410.78,4.843,0.7504,,0.02,0.005,0.001,0.001
420.67,5.193,0.7504,,0.02,0.005,0.001,0.001
430.53,5.553,0.7504,,0.02,0.005,0.001,0.001
440.32,5.928,0.7504,,0.02,0.005,0.001,0.001
450.16,6.293,0.7504,,0.02,0.005,0.001,0.001
459.74,6.643,0.7504,,0.02,0.005,0.001,0.001
469.44,6.948,0.7504,,0.02,0.005,0.001,0.001
478.89,7.193,0.7504,,0.02,0.005,0.001,0.001
488.95,7.223,0.7504,,0.02,0.005,0.001,0.001
496.75,7.003,0.7504,,0.02,0.005,0.001,0.001
