"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-63.0,41.64,0.3062,0.8482,,,,
-63.0,42.53,0.3175,0.8568,,,,
-63.0,44.23,0.3604,0.8587,,,,
-63.0,45.93,0.4056,0.8596,,,,
-63.0,47.63,0.4555,0.8602,,,,
-63.0,49.33,0.5205,0.8609,,,,
-63.0,51.03,0.5881,0.861,,,,
-63.0,52.74,0.6486,0.8608,,,,
-63.0,54.44,0.7018,0.8587,,,,
-63.0,56.14,0.7544,0.8539,,,,
-63.0,57.4,0.837,0.837,,,,
