"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
-10.68,0.01748,0.0866,,,,,
-6.5,0.02337,0.0866,,,,,
-2.0,0.03108,0.0866,,,,,
7.37,0.05536,0.0866,,,,,
12.04,0.07278,0.0866,,,,,
16.87,0.09645,0.0866,,,,,
20.42,0.11719,0.0866,,,,,
