"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,10.58,0.0,,,+-0.4,,
308.15,25.16,0.098,,,+-0.4,,
308.15,40.98,0.1982,,,+-0.4,,
308.15,58.13,0.3026,,,+-0.4,,
308.15,75.14,0.3932,,,+-0.4,,
308.15,90.88,0.466,,,+-0.4,,
308.15,113.94,0.5678,,,+-0.4,,
308.15,147.0,0.7061,,,+-0.4,,
308.15,167.98,0.7991,,,+-0.4,,
308.15,189.59,0.9029,,,+-0.4,,
308.15,199.06,0.9497,,,+-0.4,,
308.15,208.87,1.0,,,+-0.4,,
