"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
100.0,760,0.0,0.0,0.01,1,,
96.38,760,0.0036,0.0941,0.01,1,,
94.31,760,0.0111,0.1838,0.01,1,,
90.82,760,0.0198,0.2542,0.01,1,,
89.23,760,0.0259,0.3099,0.01,1,,
87.24,760,0.0382,0.352,0.01,1,,
86.52,760,0.0404,0.3743,0.01,1,,
85.05,760,0.0522,0.4516,0.01,1,,
84.4,760,0.0693,0.4344,0.01,1,,
83.83,760,0.0795,0.479,0.01,1,,
83.24,760,0.0971,0.4802,0.01,1,,
82.8,760,0.1291,0.5028,0.01,1,,
82.22,760,0.1797,0.5241,0.01,1,,
82.4,760,0.1823,0.5184,0.01,1,,
82.06,760,0.2336,0.5259,0.01,1,,
81.7,760,0.2852,0.535,0.01,1,,
81.52,760,0.3227,0.5545,0.01,1,,
81.04,760,0.3952,0.5631,0.01,1,,
81.07,760,0.4147,0.5741,0.01,1,,
80.52,760,0.5271,0.6021,0.01,1,,
80.43,760,0.5632,0.6151,0.01,1,,
80.37,760,0.5717,0.6262,0.01,1,,
80.22,760,0.6575,0.6686,0.01,1,,
80.23,760,0.6732,0.6768,0.01,1,,
80.29,760,0.7548,0.7288,0.01,1,,
80.55,760,0.8231,0.7876,0.01,1,,
80.62,760,0.836,0.7955,0.01,1,,
81.36,760,0.935,0.8954,0.01,1,,
81.46,760,0.9414,0.9079,0.01,1,,
81.78,760,0.9688,0.9409,0.01,1,,
82.05,760,0.9865,0.9818,0.01,1,,
82.36,760,1.0,1.0,0.01,1,,
