"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,97.6,0.0,,+-0.01,,,
25,130.9,0.028,,+-0.01,,,
25,134.9,0.055,,+-0.01,,,
25,136.7,0.081,,+-0.01,,,
25,138.8,0.131,,+-0.01,,,
25,139.4,0.175,,+-0.01,,,
25,139.5,0.233,,+-0.01,,,
25,139.5,0.284,,+-0.01,,,
25,139.4,0.344,,+-0.01,,,
25,139.4,0.416,,+-0.01,,,
25,139.3,0.483,,+-0.01,,,
25,139.0,0.536,,+-0.01,,,
25,139.0,0.556,,+-0.01,,,
25,138.6,0.579,,+-0.01,,,
25,138.1,0.615,,+-0.01,,,
25,138.0,0.645,,+-0.01,,,
25,137.9,0.655,,+-0.01,,,
25,137.0,0.693,,+-0.01,,,
25,135.3,0.736,,+-0.01,,,
25,132.4,0.785,,+-0.01,,,
25,128.1,0.832,,+-0.01,,,
25,121.5,0.867,,+-0.01,,,
25,114.9,0.895,,+-0.01,,,
25,106.0,0.924,,+-0.01,,,
25,98.2,0.944,,+-0.01,,,
25,87.3,0.965,,+-0.01,,,
25,79.7,0.977,,+-0.01,,,
25,70.5,0.988,,+-0.01,,,
25,59.0,1.0,,+-0.01,,,
