"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
332.53,74.764,0.0,0.0,,,,
332.53,76.159,0.0204,0.0338,,,,
332.53,76.505,0.0364,0.0467,,,,
332.53,76.376,0.1124,0.0758,,,,
332.53,74.903,0.2303,0.0939,,,,
332.53,73.886,0.2922,0.1036,,,,
332.53,72.652,0.3562,0.1089,,,,
332.53,70.831,0.4346,0.12,,,,
332.53,69.587,0.4816,0.1243,,,,
332.53,68.481,0.5142,0.1294,,,,
332.53,67.356,0.5508,0.1317,,,,
332.53,66.184,0.5818,0.1379,,,,
332.53,64.129,0.6268,0.1459,,,,
332.53,62.117,0.6673,0.153,,,,
332.53,57.355,0.7383,0.1725,,,,
332.53,56.942,0.7413,0.1737,,,,
332.53,54.591,0.768,0.1858,,,,
332.53,52.768,0.7875,0.1936,,,,
332.53,51.034,0.8031,0.201,,,,
332.53,44.152,0.8577,0.2431,,,,
332.53,41.055,0.8778,0.2662,,,,
332.53,37.096,0.9002,0.299,,,,
332.53,31.679,0.9273,,,,,
332.53,21.366,0.9693,,,,,
332.53,15.309,0.9904,,,,,
332.53,12.042,1.0,1.0,,,,
