"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
124.8,18.0,0.167,0.25,,,,
123.2,18.0,0.271,0.373,,,,
120.4,18.0,0.458,0.576,,,,
118.2,18.0,0.62,0.715,,,,
115.4,18.0,0.871,0.911,,,,
