"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,5.77,0.0,,,+-0.4,,
298.15,14.12,0.098,,,+-0.4,,
298.15,23.4,0.1982,,,+-0.4,,
298.15,33.4,0.3026,,,+-0.4,,
298.15,43.67,0.3932,,,+-0.4,,
298.15,53.08,0.466,,,+-0.4,,
298.15,67.35,0.5678,,,+-0.4,,
298.15,87.97,0.7061,,,+-0.4,,
298.15,101.23,0.7991,,,+-0.4,,
298.15,114.75,0.9029,,,+-0.4,,
298.15,120.42,0.9497,,,+-0.4,,
298.15,126.9,1.0,,,+-0.4,,
