"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
320.0,48.4,0.0,0.0,0.01,0.01,,
320.0,52.02,0.0318,0.1012,0.01,0.01,,
320.0,54.24,0.0514,0.153,0.01,0.01,,
320.0,60.17,0.1212,0.2737,0.01,0.01,,
320.0,62.5,0.1628,0.3206,0.01,0.01,,
320.0,66.09,0.2692,0.3979,0.01,0.01,,
320.0,67.5,0.3503,0.439,0.01,0.01,,
320.0,68.43,0.4789,0.4914,0.01,0.01,,
320.0,68.28,0.5847,0.5273,0.01,0.01,,
320.0,67.37,0.6842,0.5753,0.01,0.01,,
320.0,65.34,0.7789,0.6348,0.01,0.01,,
320.0,62.4,0.8533,0.6996,0.01,0.01,,
320.0,58.8,0.9094,0.7697,0.01,0.01,,
320.0,54.87,0.9535,0.8489,0.01,0.01,,
320.0,51.82,0.9764,0.9153,0.01,0.01,,
320.0,49.98,0.9899,0.9588,0.01,0.01,,
320.0,48.44,1.0,1.0,0.01,0.01,,
