"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.15,47.053,0.0,0.0,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,46.67,0.0306,0.2889,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,45.314,0.0552,0.4156,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,43.375,0.0834,0.5456,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,40.656,0.0985,0.5683,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,38.935,0.1452,0.6257,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,36.349,0.1637,0.6585,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,33.144,0.1951,0.7053,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,28.187,0.3157,0.7801,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,26.365,0.4284,0.82,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,25.197,0.5431,0.8539,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,21.598,0.63,0.868,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,20.223,0.7781,0.9051,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,17.302,0.888,0.9432,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,14.227,0.9702,0.9804,+-0.02,+-0.0007,+-0.002,+-0.002
348.15,9.957,1.0,1.0,+-0.02,+-0.0007,+-0.002,+-0.002
