"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,74.172,0.0,,+-0.01,+-0.003,,
373.15,74.122,0.0,,+-0.01,+-0.003,,
373.15,74.662,0.0514,,+-0.01,+-0.003,,
373.15,75.214,0.1524,,+-0.01,+-0.003,,
373.15,75.349,0.2465,,+-0.01,+-0.003,,
373.15,75.037,0.3558,,+-0.01,+-0.003,,
373.15,74.375,0.4536,,+-0.01,+-0.003,,
373.15,73.295,0.5587,,+-0.01,+-0.003,,
373.15,73.784,0.5151,,+-0.01,+-0.003,,
373.15,72.861,0.5938,,+-0.01,+-0.003,,
373.15,71.93,0.6569,,+-0.01,+-0.003,,
373.15,70.301,0.7498,,+-0.01,+-0.003,,
373.15,67.972,0.8543,,+-0.01,+-0.003,,
373.15,65.035,0.9609,,+-0.01,+-0.003,,
373.15,63.798,1.0,,+-0.01,+-0.003,,
373.15,63.751,1.0,,+-0.01,+-0.003,,
