"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
25.06,750,0.373,0.606,,,,
24.49,750,0.4081,0.6258,,,,
23.02,750,0.517,0.688,,,,
22.06,750,0.6026,0.7346,,,,
21.48,750,0.671,0.7694,,,,
21.08,750,0.725,0.8,,,,
