"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,66.75,0.0368,0.1441,+-0.005,+-0.04,+-0.00036,+-0.00036
25,73.16,0.0743,0.2426,+-0.005,+-0.04,+-0.00036,+-0.00036
25,80.68,0.1325,0.3471,+-0.005,+-0.04,+-0.00036,+-0.00036
25,84.98,0.1784,0.3998,+-0.005,+-0.04,+-0.00036,+-0.00036
25,89.37,0.2364,0.4562,+-0.005,+-0.04,+-0.00036,+-0.00036
25,93.55,0.3181,0.5085,+-0.005,+-0.04,+-0.00036,+-0.00036
25,95.87,0.38,0.5427,+-0.005,+-0.04,+-0.00036,+-0.00036
25,97.94,0.4587,0.5777,+-0.005,+-0.04,+-0.00036,+-0.00036
25,99.06,0.5142,0.6029,+-0.005,+-0.04,+-0.00036,+-0.00036
25,99.92,0.5759,0.6272,+-0.005,+-0.04,+-0.00036,+-0.00036
25,100.5,0.6531,0.661,+-0.005,+-0.04,+-0.00036,+-0.00036
25,100.48,0.7229,0.6926,+-0.005,+-0.04,+-0.00036,+-0.00036
25,99.45,0.8151,0.7492,+-0.005,+-0.04,+-0.00036,+-0.00036
25,96.54,0.9049,0.8231,+-0.005,+-0.04,+-0.00036,+-0.00036
25,93.73,0.952,0.8883,+-0.005,+-0.04,+-0.00036,+-0.00036
25,92.2,0.9722,0.9161,+-0.005,+-0.04,+-0.00036,+-0.00036
