"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
353.26,101.3,0.0,0.0,+-0.01,+-0.1,,
352.67,101.3,0.0269,0.0437,+-0.01,+-0.1,,
352.36,101.3,0.0417,0.0692,+-0.01,+-0.1,,
349.8,101.3,0.1855,0.2581,+-0.01,+-0.1,,
350.87,101.3,0.1332,0.1849,+-0.01,+-0.1,,
348.85,101.3,0.2372,0.3316,+-0.01,+-0.1,,
347.87,101.3,0.2948,0.398,+-0.01,+-0.1,,
347.04,101.3,0.3506,0.4749,+-0.01,+-0.1,,
346.51,101.3,0.3921,0.5245,+-0.01,+-0.1,,
345.58,101.3,0.4427,0.5714,+-0.01,+-0.1,,
344.57,101.3,0.4897,0.6257,+-0.01,+-0.1,,
343.78,101.3,0.5347,0.6742,+-0.01,+-0.1,,
342.77,101.3,0.5781,0.7164,+-0.01,+-0.1,,
341.95,101.3,0.6209,0.7553,+-0.01,+-0.1,,
341.07,101.3,0.6654,0.7936,+-0.01,+-0.1,,
340.02,101.3,0.7181,0.8257,+-0.01,+-0.1,,
338.87,101.3,0.7579,0.8595,+-0.01,+-0.1,,
338.13,101.3,0.7954,0.8851,+-0.01,+-0.1,,
337.49,101.3,0.8278,0.9057,+-0.01,+-0.1,,
336.86,101.3,0.8603,0.9262,+-0.01,+-0.1,,
336.31,101.3,0.8892,0.9427,+-0.01,+-0.1,,
335.53,101.3,0.9308,0.9648,+-0.01,+-0.1,,
335.07,101.3,0.9571,0.9792,+-0.01,+-0.1,,
334.28,101.3,1.0,1.0,+-0.01,+-0.1,,
