"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
298.15,1972,0.108,,+-0.002,3,+-0.0002,
298.15,3858,0.2076,,+-0.002,3,+-0.0002,
298.15,5788,0.3061,,+-0.002,3,+-0.0002,
298.15,7574,0.3949,,+-0.002,3,+-0.0002,
298.15,9693,0.4984,,+-0.002,3,+-0.0002,
298.15,9707,0.4996,,+-0.002,3,+-0.0002,
298.15,12207,0.6196,,+-0.002,3,+-0.0002,
298.15,14025,0.7055,,+-0.002,3,+-0.0002,
298.15,16053,0.8013,,+-0.002,3,+-0.0002,
298.15,17989,0.894,,+-0.002,3,+-0.0002,
