"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
325.3,10,0.01,0.267,0.5,,,
309.3,10,0.048,0.463,0.5,,,
299.5,10,0.058,0.607,0.5,,,
293.2,10,0.061,0.622,0.5,,,
284.7,10,0.1,0.737,0.5,,,
279.0,10,0.133,0.778,0.5,,,
272.0,10,0.136,0.767,0.5,,,
252.5,10,0.208,0.901,0.5,,,
240.7,10,0.297,0.907,0.5,,,
225.6,10,0.435,0.968,0.5,,,
215.2,10,0.525,0.973,0.5,,,
