"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
50,75,0.032,0.644,+-0.15,1.6,,
50,100,0.052,0.682,+-0.15,1.6,,
50,150,0.104,0.716,+-0.15,1.6,,
50,200,0.106,0.707,+-0.15,1.6,,
50,250,0.13,0.69,+-0.15,1.6,,
