"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
160,570.3,0.02,,0.02,0.2,0.0008,0.0008
160,570.3,0.0204,,0.02,0.2,0.0008,0.0008
160,570.5,,0.2102,0.02,0.2,0.0008,0.0008
160,570.5,,0.21,0.02,0.2,0.0008,0.0008
160,546.0,,0.3727,0.02,0.2,0.0008,0.0008
160,546.0,,0.3748,0.02,0.2,0.0008,0.0008
160,846.1,0.0528,,0.02,0.2,0.0008,0.0008
160,846.1,0.0531,,0.02,0.2,0.0008,0.0008
160,1167.2,0.089,0.478,0.02,0.2,0.0008,0.0008
160,1704.5,0.1521,0.5584,0.02,0.2,0.0008,0.0008
160,2186.4,0.2078,0.5908,0.02,0.2,0.0008,0.0008
160,2649.7,0.2658,0.5952,0.02,0.2,0.0008,0.0008
160,2804.4,0.2862,0.5945,0.02,0.2,0.0008,0.0008
160,2804.4,0.2866,0.5944,0.02,0.2,0.0008,0.0008
160,3245.0,0.3663,0.551,0.02,0.2,0.0008,0.0008
160,3245.0,0.3659,0.5513,0.02,0.2,0.0008,0.0008
160,3305.3,0.3928,0.5287,0.02,0.2,0.0008,0.0008
160,3305.3,0.3924,0.529,0.02,0.2,0.0008,0.0008
