"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
248.1,1.59,0.11,0.832,,+-0.03,,
248.1,2.69,0.211,0.897,,+-0.03,,
248.1,3.76,0.305,,,+-0.03,,
248.1,3.82,,0.919,,+-0.03,,
248.1,4.45,0.404,,,+-0.03,,
248.1,4.86,0.453,0.931,,+-0.03,,
248.1,5.45,0.55,,,+-0.03,,
248.1,5.91,0.629,0.939,,+-0.03,,
248.1,6.87,0.761,0.948,,+-0.03,,
248.1,7.69,0.872,0.958,,+-0.03,,
248.1,8.21,0.932,0.966,,+-0.03,,
