"T, K","P, bar",X,Y,T Err,P Err,X Err,Y Err
327.05,83.9,0.127,,0.25,0.4,0.003,
331.91,82.5,0.127,,0.25,0.4,0.003,
336.62,81.2,0.127,,0.25,0.4,0.003,
341.48,80.0,0.127,,0.25,0.4,0.003,
346.3,78.8,0.127,,0.25,0.4,0.003,
351.06,77.8,0.127,,0.25,0.4,0.003,
355.88,76.8,0.127,,0.25,0.4,0.003,
360.66,75.79,0.127,,0.25,0.4,0.003,
365.33,74.89,0.127,,0.25,0.4,0.003,
372.49,73.59,0.127,,0.25,0.4,0.003,
379.56,72.44,0.127,,0.25,0.4,0.003,
387.23,71.19,0.127,,0.25,0.4,0.003,
393.9,70.19,0.127,,0.25,0.4,0.003,
405.25,68.59,0.127,,0.25,0.4,0.003,
414.81,67.29,0.127,,0.25,0.4,0.003,
422.22,66.34,0.127,,0.25,0.4,0.003,
431.82,65.09,0.127,,0.25,0.4,0.003,
441.28,63.89,0.127,,0.25,0.4,0.003,
445.92,63.29,0.127,,0.25,0.4,0.003,
