"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
79.6,760,0.0,0.0,+-0.1,+-0.5,,
79.6,760,0.005,0.006,+-0.1,+-0.5,,
79.5,760,0.017,0.018,+-0.1,+-0.5,,
79.4,760,0.042,0.048,+-0.1,+-0.5,,
79.3,760,0.064,0.072,+-0.1,+-0.5,,
79.2,760,0.081,0.094,+-0.1,+-0.5,,
79.0,760,0.115,0.134,+-0.1,+-0.5,,
78.6,760,0.148,0.18,+-0.1,+-0.5,,
78.3,760,0.183,0.228,+-0.1,+-0.5,,
77.9,760,0.242,0.302,+-0.1,+-0.5,,
77.0,760,0.298,0.38,+-0.1,+-0.5,,
75.9,760,0.367,0.477,+-0.1,+-0.5,,
74.0,760,0.47,0.597,+-0.1,+-0.5,,
72.1,760,0.552,0.688,+-0.1,+-0.5,,
70.1,760,0.634,0.771,+-0.1,+-0.5,,
67.6,760,0.73,0.85,+-0.1,+-0.5,,
65.1,760,0.83,0.921,+-0.1,+-0.5,,
62.6,760,0.931,0.975,+-0.1,+-0.5,,
61.6,760,0.956,0.985,+-0.1,+-0.5,,
60.3,760,1.0,1.0,+-0.1,+-0.5,,
