"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.15,25.145,0.0,0.0,0.01,,0.0003,0.0003
323.15,26.566,0.0842,0.1213,0.01,,0.0003,0.0003
323.15,26.772,0.1105,0.1451,0.01,,0.0003,0.0003
323.15,26.923,0.1462,0.1717,0.01,,0.0003,0.0003
323.15,27.019,0.1759,0.1898,0.01,,0.0003,0.0003
323.15,27.116,0.2037,0.2042,0.01,,0.0003,0.0003
323.15,27.026,0.2854,0.2399,0.01,,0.0003,0.0003
323.15,26.379,0.4165,0.2872,0.01,,0.0003,0.0003
323.15,25.521,0.5314,0.3277,0.01,,0.0003,0.0003
323.15,25.093,0.5821,0.3468,0.01,,0.0003,0.0003
323.15,23.07,0.7128,0.4166,0.01,,0.0003,0.0003
323.15,22.891,0.7226,0.423,0.01,,0.0003,0.0003
323.15,20.953,0.8075,0.494,0.01,,0.0003,0.0003
323.15,16.117,0.9337,0.7143,0.01,,0.0003,0.0003
323.15,12.238,1.0,1.0,0.01,,0.0003,0.0003
