"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
189.2,96.4,0.0,,+-0.1,+-0.13,,
188.4,96.4,0.0512,,+-0.1,+-0.13,,
188.0,96.4,0.1013,,+-0.1,+-0.13,,
187.5,96.4,0.1645,,+-0.1,+-0.13,,
187.0,96.4,0.2,,+-0.1,+-0.13,,
186.7,96.4,0.2341,,+-0.1,+-0.13,,
186.0,96.4,0.2877,,+-0.1,+-0.13,,
185.5,96.4,0.3521,,+-0.1,+-0.13,,
185.0,96.4,0.425,,+-0.1,+-0.13,,
184.6,96.4,0.4744,,+-0.1,+-0.13,,
184.0,96.4,0.519,,+-0.1,+-0.13,,
184.2,96.4,0.5623,,+-0.1,+-0.13,,
183.7,96.4,0.6151,,+-0.1,+-0.13,,
183.0,96.4,0.6713,,+-0.1,+-0.13,,
182.5,96.4,0.7008,,+-0.1,+-0.13,,
182.6,96.4,0.7196,,+-0.1,+-0.13,,
182.6,96.4,0.7783,,+-0.1,+-0.13,,
181.8,96.4,0.8247,,+-0.1,+-0.13,,
181.4,96.4,0.876,,+-0.1,+-0.13,,
181.0,96.4,0.9233,,+-0.1,+-0.13,,
180.5,96.4,0.9475,,+-0.1,+-0.13,,
180.0,96.4,1.0,,+-0.1,+-0.13,,
