"T, deg.C","P, Torr",X,Y,T Err,P Err,X Err,Y Err
136.7,715,0.0955,0.2407,,,,
130.8,715,0.2107,0.4563,,,,
125.8,715,0.2947,0.5755,,,,
120.5,715,0.4077,0.7,,,,
116.5,715,0.4971,0.7763,,,,
111.7,715,0.6023,0.8472,,,,
108.9,715,0.7046,0.901,,,,
106.6,715,0.7751,0.9312,,,,
101.8,715,0.8946,0.9723,,,,
